source_idx,domain,verdict,reason,exp_goal,quoted_title,doi,resolved_title,container,year,type,match,quality
12445,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microarray'","In the ""Biochemical Pulldown of mRNAs and Long Noncoding RNAs from Cellular Lysates Coupled with Mass Spectrometry"" protocol, what precise steps are involved in the ""Probe Hybridization"" stage where biotinylated DNA probes are used to capture the target RNAs from cell lysates? Please provide the exp",Probe Hybridization,10.21769/bioprotoc.3639,Biochemical Pulldown of mRNAs and Long Noncoding RNAs from Cellular Lysates Coupled with Mass Spectrometry to Identify Protein Binding Partners,BIO-PROTOCOL,2020,journal-article,0.851,medium
12446,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '200mm x 10mm'","In the 'Ex vivo Culture Assay Using Human Hair Follicles to Study Circadian Characteristics' protocol, what are the major sequential stages of the experiment, from participant recruitment to bioluminescence measurement? Please provide the experimental protocol to solve this problem.",Ex vivo Culture Assay Using Human Hair Follicles to Study Circadian Characteristics,10.21769/bioprotoc.3638,Ex vivo Culture Assay Using Human Hair Follicles to Study Circadian Characteristics,BIO-PROTOCOL,2020,journal-article,1.0,high
12447,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","In the 'Isolating Multiple Extracellular Vesicles Subsets, Including Exosomes and Membrane Vesicles, from Bovine Milk Using Sodium Citrate and Differential Ultracentrifugation' protocol, what are the exact steps involved in the ""Milk Clarification"" phase after sodium citrate has been added to skimme","Isolating Multiple Extracellular Vesicles Subsets, Including Exosomes and Membrane Vesicles, from Bovine Milk Using Sodium Citrate and Differential Ultracentrifugation",10.21769/bioprotoc.3636,"Isolating Multiple Extracellular Vesicles Subsets, Including Exosomes and Membrane Vesicles, from Bovine Milk Using Sodium Citrate and Differential Ultracentrifugation",BIO-PROTOCOL,2020,journal-article,1.0,high
12447,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","In the 'Isolating Multiple Extracellular Vesicles Subsets, Including Exosomes and Membrane Vesicles, from Bovine Milk Using Sodium Citrate and Differential Ultracentrifugation' protocol, what are the exact steps involved in the ""Milk Clarification"" phase after sodium citrate has been added to skimme",Milk Clarification,10.21769/bioprotoc.3636,"Isolating Multiple Extracellular Vesicles Subsets, Including Exosomes and Membrane Vesicles, from Bovine Milk Using Sodium Citrate and Differential Ultracentrifugation",BIO-PROTOCOL,2020,journal-article,1.0,high
12453,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Mouse Adipose Tissue Protein Extraction"" protocol, once homogenization is complete, what are the exact steps involved in the ""Tissue Lysis"" subsection, and how should the sample be processed to ensure efficient protein solubilization while minimizing degradation? Please provide the experimen",Mouse Adipose Tissue Protein Extraction,10.21769/bioprotoc.3631,Mouse Adipose Tissue Protein Extraction,BIO-PROTOCOL,2020,journal-article,1.0,high
12453,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Mouse Adipose Tissue Protein Extraction"" protocol, once homogenization is complete, what are the exact steps involved in the ""Tissue Lysis"" subsection, and how should the sample be processed to ensure efficient protein solubilization while minimizing degradation? Please provide the experimen",Tissue Lysis,10.21769/bioprotoc.3631,Mouse Adipose Tissue Protein Extraction,BIO-PROTOCOL,2020,journal-article,1.0,high
12461,culture,unverifiable,no_culture_raw,"In the FLAG-affinity purification protocol for isolating protein complexes from Synechocystis sp. PCC 6803, what are the exact steps taken during the ""Thylakoid Solubilization"" phase, particularly focusing on the adjustment of chlorophyll concentration, detergent addition, incubation, and removal of",Thylakoid Solubilization,10.1104/pp.81.2.471,Low Temperature Development of Winter Rye Leaves Alters the Detergent Solubilization of Thylakoid Membranes,Plant Physiology,1986,journal-article,0.275,none
12465,culture,review_required,,"For the initial stage of generating HiBiT-tagged viral particles in 293T cells, what are the key procedural steps from seeding cells to harvesting transfected culture supernatant? Please provide the experimental protocol to solve this problem.",,,,,,,,
12468,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '200 uL'","In the bacterial plating phase of this C. elegans intestinal colonization assay, how should the diluted worm lysates be applied to solid LB plates for proper quantification? Please provide the experimental protocol to solve this problem.",,,,,,,,
12476,culture,unverifiable,no_culture_raw,"During RNA precipitation in the Leishmania dsRNA detection protocol, what are the explicit steps to carry out isopropanol addition and RNA pellet recovery? Please provide the experimental protocol to solve this problem.",,,,,,,,
12481,culture,unverifiable,no_culture_raw,"In the ""An in vitro Assay to Screen for Substrates of PKA Using Phospho-motif-specific Antibodies"" protocol, what are the exact steps of the bacterial transformation procedure, beginning from thawing BL21 competent cells and ending with overnight incubation on selective agar plates? Please provide t",An in vitro Assay to Screen for Substrates of PKA Using Phospho-motif-specific Antibodies,10.21769/bioprotoc.3587,An in vitro Assay to Screen for Substrates of PKA Using Phospho-motif-specific Antibodies,BIO-PROTOCOL,2020,journal-article,1.0,high
12482,culture,review_required,,"For the ""Single Cell Migration Assay Using Human Breast Cancer MDA-MB-231 Cell Line,"" what are the key preparatory sub-stages of the single cell migration assay before actual imaging begins? Please provide the experimental protocol to solve this problem.",Single Cell Migration Assay Using Human Breast Cancer MDA-MB-231 Cell Line,10.21769/bioprotoc.3586,Single Cell Migration Assay Using Human Breast Cancer MDA-MB-231 Cell Line,BIO-PROTOCOL,2020,journal-article,1.0,high
12483,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the 'Single Cell Migration Assay Using Human Breast Cancer MDA-MB-231 Cell Line' protocol, what are the exact steps involved in detaching the cells from the culture dish prior to collection and counting? Please provide the experimental protocol to solve this problem.",Single Cell Migration Assay Using Human Breast Cancer MDA-MB-231 Cell Line,10.21769/bioprotoc.3586,Single Cell Migration Assay Using Human Breast Cancer MDA-MB-231 Cell Line,BIO-PROTOCOL,2020,journal-article,1.0,high
12487,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFLOCHIPS'",What is the detailed procedure for incubating PDE-containing samples with or without inhibitors during the assay setup? Please provide the experimental protocol to solve this problem.,,,,,,,,
12499,culture,unverifiable,no_derived_claims,"In the trachea dissection phase of the ex vivo mucociliary clearance protocol, what are the key sequential steps for exposing, cleaning, and preparing the trachea before mounting? Please provide the experimental protocol to solve this problem.",,,,,,,,
12500,flow,unverifiable,no_flow_raw,"If a researcher focuses specifically on the chipping process of the ""Using Seed Chipping to Genotype Maize Kernels"" protocol, what are the main stages involved in preparing, chipping, cleaning, and storing the samples? Please provide the experimental protocol to solve this problem.",Using Seed Chipping to Genotype Maize Kernels,10.21769/bioprotoc.3553,Using Seed Chipping to Genotype Maize Kernels,BIO-PROTOCOL,2020,journal-article,1.0,high
12501,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","For mitochondrial ROS labeling with MitoSOX in astrocyte-enriched brain cell suspensions, what specific steps are required before flow cytometry analysis? Please provide the experimental protocol to solve this problem.",,,,,,,,
12504,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the 'Lipid Mixing Assay for Murine Myoblast Fusion and Other Slow Cell-cell Fusion Processes' protocol, what is the exact step-by-step procedure for labeling C2C12 cells with CellTrackerTM Green during the cell labeling stage? Please provide the experimental protocol to solve this problem.",Lipid Mixing Assay for Murine Myoblast Fusion and Other Slow Cell-cell Fusion Processes,10.21769/bioprotoc.3544,Lipid Mixing Assay for Murine Myoblast Fusion and Other Slow Cell-cell Fusion Processes,BIO-PROTOCOL,2020,journal-article,1.0,high
12505,culture,unverifiable,no_culture_raw,"In the ""Manganese Superoxide Dismutase Activity Assay in the Yeast Saccharomyces cerevisiae,"" what is the exact step-by-step procedure for lysing yeast cells during the ""Cell Lysis"" stage of extract preparation, including the role of glass beads and vortexing conditions? Please provide the experimen",Manganese Superoxide Dismutase Activity Assay in the Yeast Saccharomyces cerevisiae,10.21769/bioprotoc.3542,Manganese Superoxide Dismutase Activity Assay in the Yeast Saccharomyces cerevisiae,BIO-PROTOCOL,2020,journal-article,1.0,high
12505,culture,unverifiable,no_culture_raw,"In the ""Manganese Superoxide Dismutase Activity Assay in the Yeast Saccharomyces cerevisiae,"" what is the exact step-by-step procedure for lysing yeast cells during the ""Cell Lysis"" stage of extract preparation, including the role of glass beads and vortexing conditions? Please provide the experimen",Cell Lysis,10.21769/bioprotoc.3542,Manganese Superoxide Dismutase Activity Assay in the Yeast Saccharomyces cerevisiae,BIO-PROTOCOL,2020,journal-article,1.0,high
12506,culture,unverifiable,no_culture_raw,"In the protein quantification section of the MnSOD activity assay, what is the sequence of steps for mixing samples with bicinchoninic acid and CuSO4 reagent to prepare them for absorbance measurement? Please provide the experimental protocol to solve this problem.",,,,,,,,
12515,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the 'Skin Transplantation and Lymphoid Organ Analysis in Mice' protocol, what are the exact steps required to process splenocytes for red blood cell (RBC) lysis during lymphoid organ analysis? Please provide the experimental protocol to solve this problem.",Skin Transplantation and Lymphoid Organ Analysis in Mice,10.21769/bioprotoc.3531,Skin Transplantation and Lymphoid Organ Analysis in Mice,BIO-PROTOCOL,2020,journal-article,1.0,high
12518,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Preparation of Single Epithelial Cells Suspension from Mouse Mammary Glands"" protocol, what are the exact steps involved in the **cell resuspension and washing phase after enzymatic digestion** to ensure that the cells are properly dissociated and prepared for enrichment? Please provide the ",Preparation of Single Epithelial Cells Suspension from Mouse Mammary Glands,10.21769/bioprotoc.3530,Preparation of Single Epithelial Cells Suspension from Mouse Mammary Glands,BIO-PROTOCOL,2020,journal-article,1.0,high
12526,culture,unverifiable,no_derived_claims,"In preparing the organ culture medium wells for seeding tooth germs, what exact steps should be taken to establish the correct culture environment before adding the specimens? Please provide the experimental protocol to solve this problem.",,,,,,,,
12529,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microarray'","In the ""Detection of Individual RNA in Fixed Cells and Tissues by Chromogenic ISH"" protocol, what are the exact steps required to prepare and incubate the padlock probe hybridization mix before proceeding to the ligation stage? Please provide the experimental protocol to solve this problem.",Detection of Individual RNA in Fixed Cells and Tissues by Chromogenic ISH,10.21769/bioprotoc.3510,Detection of Individual RNA in Fixed Cells and Tissues by Chromogenic ISH,BIO-PROTOCOL,2020,journal-article,1.0,high
12530,culture,unverifiable,extract_failed,"Within the 'Rapid Detection of Proliferative Bacteria by Electrical Stimulation' method, what are the key stages of bacterial sample preparation before imaging? Please provide the experimental protocol to solve this problem.",Rapid Detection of Proliferative Bacteria by Electrical Stimulation,10.21769/bioprotoc.3508,Rapid Detection of Proliferative Bacteria by Electrical Stimulation,BIO-PROTOCOL,2020,journal-article,1.0,high
12532,culture,unverifiable,no_derived_claims,"In the context of testing antithrombogenic properties of biomaterials, what are the major steps involved in the blood transfer and hemoglobin release phase of the 'Evaluating Whole Blood Clotting in vitro on Biomaterial Surfaces' protocol? Please provide the experimental protocol to solve this probl",Evaluating Whole Blood Clotting in vitro on Biomaterial Surfaces,10.21769/bioprotoc.3505,Evaluating Whole Blood Clotting in vitro on Biomaterial Surfaces,BIO-PROTOCOL,2020,journal-article,1.0,high
12533,culture,unverifiable,no_derived_claims,"At the absorbance reading stage of the hemolysis assay, what exact steps are required to prepare the samples and measure hemoglobin release? Please provide the experimental protocol to solve this problem.",,,,,,,,
12537,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","For the second strand synthesis step in this protocol, what is the procedure to generate double-stranded DNA from the DNA/RNA hybrid? Please provide the experimental protocol to solve this problem.",,,,,,,,
12538,culture,unverifiable,no_derived_claims,"In the ""Bone-in-culture Array to Model Bone Metastasis in ex vivo Condition"" protocol, what are the exact steps required during the bone trimming phase after bone collection, to ensure the bone fragments are properly prepared for ex vivo culture in the BICA plate? Please provide the experimental pro",Bone-in-culture Array to Model Bone Metastasis in ex vivo Condition,10.21769/bioprotoc.3495,Bone-in-culture Array to Model Bone Metastasis in ex vivo Condition,BIO-PROTOCOL,2020,journal-article,1.0,high
12554,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","In Day 4 of the ribosome profiling experiment, section 4.1 ""Phenol Chloroform Extraction,"" what exact series of steps must be followed to denature proteins and isolate RNA from the ribosome-protected fragments? Please provide the experimental protocol to solve this problem.",Phenol Chloroform Extraction,10.17504/protocols.io.cdts6m,Phenol/chloroform extraction v1,,2014,posted-content,0.949,high
12561,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'LB agar'","For culture-dependent verification of germ-free RPW larvae, what are the detailed steps to test for bacterial contamination using gut homogenates? Please provide the experimental protocol to solve this problem.",,,,,,,,
12562,culture,unverifiable,no_culture_raw,"In the RedGreen-assay for monitoring selective autophagy, what are the main steps specifically involved in the cell seeding phase prior to transfection? Please provide the experimental protocol to solve this problem.",,,,,,,,
12565,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MS plate'","Focusing only on the preparatory phase before bombardment in the 'Transient Transformation of Maize BMS Suspension Cells via Particle Bombardment' protocol, what are the key sub-stages involved in establishing cell cultures for transformation? Please provide the experimental protocol to solve this p",Transient Transformation of Maize BMS Suspension Cells via Particle Bombardment,10.21769/bioprotoc.3451,Transient Transformation of Maize BMS Suspension Cells via Particle Bombardment,BIO-PROTOCOL,2019,journal-article,1.0,high
12566,culture,unverifiable,no_culture_raw,"In the 'Transient Transformation of Maize BMS Suspension Cells via Particle Bombardment' protocol, how should gold particles be initially treated before they are used for DNA coating, and what sequential washing steps are required to prepare them? Please provide the experimental protocol to solve th",Transient Transformation of Maize BMS Suspension Cells via Particle Bombardment,10.21769/bioprotoc.3451,Transient Transformation of Maize BMS Suspension Cells via Particle Bombardment,BIO-PROTOCOL,2019,journal-article,1.0,high
12569,culture,unverifiable,no_culture_raw,"What are the main experimental phases in the ""Proximity Ligation Assay for the Investigation of the Intramolecular Interaction of ELMO1"" protocol, from the generation of constructs to final imaging? Please provide the experimental protocol to solve this problem.",Proximity Ligation Assay for the Investigation of the Intramolecular Interaction of ELMO1,10.21769/bioprotoc.3449,Proximity Ligation Assay for the Investigation of the Intramolecular Interaction of ELMO1,BIO-PROTOCOL,2019,journal-article,1.0,high
12571,culture,unverifiable,no_derived_claims,"What are the main experimental stages in the 'Mitochondrial Respiratory Measurements in Patient-derived Fibroblasts' protocol, from preparing fibroblasts through final analysis of mitochondrial respiration? Please provide the experimental protocol to solve this problem.",Mitochondrial Respiratory Measurements in Patient-derived Fibroblasts,10.21769/bioprotoc.3446,Mitochondrial Respiratory Measurements in Patient-derived Fibroblasts,BIO-PROTOCOL,2019,journal-article,1.0,high
12580,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","For the enzymatic digestion phase of the murine hepatic stellate cell protocol, what are the key sequential steps performed to dissociate liver tissue into single cells before density gradient separation? Please provide the experimental protocol to solve this problem.",,,,,,,,
12586,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WET'","What are the major experimental stages in the ""Model of Chemotherapy-associated Mucositis and Oral Opportunistic Infections"" protocol, from the initial setup of the organotypic constructs through treatment and final analysis? Please provide the experimental protocol to solve this problem.",Model of Chemotherapy-associated Mucositis and Oral Opportunistic Infections,10.21769/bioprotoc.3411,Model of Chemotherapy-associated Mucositis and Oral Opportunistic Infections,BIO-PROTOCOL,2019,journal-article,1.0,high
12600,culture,unverifiable,no_culture_raw,"In the protocol *Analyzing the Functionality of Non-native Hsp70 Proteins in Saccharomyces cerevisiae*, what is the exact step-by-step procedure for preparing the yeast cells for transformation, specifically the harvesting and washing steps before DNA uptake? Please provide the experimental protocol",,,,,,,,
12601,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Experimental Setup for a Diffusion Bioreactor to Isolate Unculturable Soil Bacteria"" protocol, what are the exact sequential steps required during the ""Preparation of Soil-Medium Mixture"" phase before sealing the inner chamber? Please provide the experimental protocol to solve this problem.",Experimental Setup for a Diffusion Bioreactor to Isolate Unculturable Soil Bacteria,10.21769/bioprotoc.3388,Experimental Setup for a Diffusion Bioreactor to Isolate Unculturable Soil Bacteria,BIO-PROTOCOL,2019,journal-article,1.0,high
12601,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Experimental Setup for a Diffusion Bioreactor to Isolate Unculturable Soil Bacteria"" protocol, what are the exact sequential steps required during the ""Preparation of Soil-Medium Mixture"" phase before sealing the inner chamber? Please provide the experimental protocol to solve this problem.",Preparation of Soil-Medium Mixture,10.21769/bioprotoc.3388,Experimental Setup for a Diffusion Bioreactor to Isolate Unculturable Soil Bacteria,BIO-PROTOCOL,2019,journal-article,1.0,high
12605,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFLO'","In the ""A Highly Sensitive, Reproducible Assay for Determining 4-hydroxynonenal Protein Adducts in Biological Material"" protocol, what are the exact steps involved in the blocking procedure after antigen adsorption, including reagent identity, volume, incubation conditions, and duration? Please prov","A Highly Sensitive, Reproducible Assay for Determining 4-hydroxynonenal Protein Adducts in Biological Material",10.21769/bioprotoc.3383,"A Highly Sensitive, Reproducible Assay for Determining 4-hydroxynonenal  Protein Adducts in Biological Material",BIO-PROTOCOL,2019,journal-article,0.995,high
12606,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFLOCHIP'","During the final fluorescence detection phase of this HNE ELISA assay, what are the exact procedural steps for adding the developing reagent and measuring the signal? Please provide the experimental protocol to solve this problem.",,,,,,,,
12616,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","During the ""Pelleting and Resuspension"" stage of Fab expression in E. coli BL21(DE3), what are the detailed steps required to pellet the bacterial cells and then resuspend them in the phosphate-limited PLM medium? Please provide the experimental protocol to solve this problem.",Pelleting and Resuspension,10.1021/acs.langmuir.4c02833.s008,Microdroplet Resuspension Off Surfaces,,,component,0.531,none
12619,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'T25'","Focusing only on the cell culture stage of the ""Supported Cell Membrane Sheets to Monitor Protein Assembly"" protocol, what are the key steps researchers must follow to ensure cells are healthy and properly prepared for downstream membrane sheet production? Please provide the experimental protocol to",Supported Cell Membrane Sheets to Monitor Protein Assembly,10.21769/bioprotoc.3368,Supported Cell Membrane Sheets to Monitor Protein Assembly,BIO-PROTOCOL,2019,journal-article,1.0,high
12620,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the context of generating recombinant influenza virus for quantum dot labeling, what are the sequential sub-stages involved specifically in the 'Rescue of Infectious Recombinant rPR8-PA-AP' phase? Please provide the experimental protocol to solve this problem.",Rescue of Infectious Recombinant rPR8-PA-AP,10.1371/journal.pone.0087790,Rescue of Infectious Birnavirus from Recombinant Ribonucleoprotein Complexes,PLoS ONE,2014,journal-article,0.639,medium
12624,flow,unverifiable,no_flow_raw,"In the ""Size Exclusion Column"" step of the FRET assay heparin labeling, what is the procedure for purifying the concentrated sample? Please provide the experimental protocol to solve this problem.",Size Exclusion Column,10.1016/b978-012765555-0/50011-7,SynChropak Size Exclusion Columns,Column Handbook for Size Exclusion Chromatography,1999,book-chapter,0.778,medium
12625,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFLOUIDIC CHANNEL'","In the PEG-mediated transformation workflow for Cyanidioschizon merolae, what are the key steps specifically involved in preparing the algal cells and the transformation vector before the actual DNA uptake step? Please provide the experimental protocol to solve this problem.",,,,,,,,
12626,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFLOCHIP'","What are the major stages of the experimental workflow described in the 'Development of an Efficient Transformation System for Halotolerant' protocol, from the preparation of the DBH9 strain to the appearance of transformants on selective medium? Please provide the experimental protocol to solve thi",Development of an Efficient Transformation System for Halotolerant,10.21769/bioprotoc.3352,Development of an Efficient Transformation System for Halotolerant Yeast Debaryomyces hansenii CBS767,BIO-PROTOCOL,2019,journal-article,0.79,medium
12629,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","Within the first phase of the ""Assessment of Metacaspase Activity in Phytoplankton"" assay, how is the preparation of cell extracts structured from buffer preparation to final storage of supernatant? Please provide the experimental protocol to solve this problem.",Assessment of Metacaspase Activity in Phytoplankton,10.21769/bioprotoc.3341,Assessment of Metacaspase Activity in Phytoplankton,BIO-PROTOCOL,2019,journal-article,1.0,high
12630,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""Measurement of the Length of the Integrated Donor DNA during Bacillus subtilis"" protocol, what are the exact procedural steps for lysing a single colony to prepare DNA for PCR amplification of the rpoB482 gene from rifampicin-resistant transformants? Please provide the experimental protocol ",Measurement of the Length of the Integrated Donor DNA during Bacillus subtilis,10.21769/bioprotoc.3338,Measurement of the Length of the Integrated Donor DNA during Bacillus subtilis Natural Chromosomal Transformation,BIO-PROTOCOL,2019,journal-article,0.817,medium
12633,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'migration'","What are the major stages of the fibroblast gap-closure assay described in the ""Fibroblast Gap-closure Assay-Microscopy-based in vitro Assay Measuring"" protocol, from initial cell culture to image acquisition? Please provide the experimental protocol to solve this problem.",Fibroblast Gap-closure Assay-Microscopy-based in vitro Assay Measuring,10.21769/bioprotoc.3333,Fibroblast Gap-closure Assay-Microscopy-based in vitro Assay Measuring  the Migration of Murine Fibroblasts,BIO-PROTOCOL,2019,journal-article,0.791,medium
12636,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","What are the major experimental phases in the ""Visualizing Hypoxia in a Murine Model of Candida albicans Infection"" protocol, from preparing the fungal inoculum to imaging hypoxia in the infected mice? Please provide the experimental protocol to solve this problem.",Visualizing Hypoxia in a Murine Model of Candida albicans Infection,10.21769/bioprotoc.3326,Visualizing Hypoxia in a Murine Model of Candida albicans Infection Using in vivo Biofluorencence,BIO-PROTOCOL,2019,journal-article,0.817,medium
12637,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","Focusing only on the ""Fungal Growth and Mouse Preparation"" phase of this hypoxia-visualization protocol, what are the key sub-stages, and how do they progress from initial culture start to preparing mice for infection? Please provide the experimental protocol to solve this problem.",Fungal Growth and Mouse Preparation,10.5772/intechopen.103109,Fungal Growth and Pathology,Fungal Reproduction and Growth,2022,book-chapter,0.71,medium
12639,flow,unverifiable,no_flow_raw,"Within the **data analysis** stage of the Solid Phase PCR procedure, what are the exact washing and scanning steps required to prepare and analyze the SAF microchip for pathogen DNA detection? Please provide the experimental protocol to solve this problem.",,,,,,,,
12644,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'LB-agar-antibiotic'","After recovery in SOC medium, what exact steps must a researcher follow to plate transformed XL1 Blue cells onto selective LB-agar plates in the modified QuikChange II mutagenesis protocol? Please provide the experimental protocol to solve this problem.",,,,,,,,
12645,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Matrigel'","What are the major experimental stages in the 'Photodynamic Therapy in a 3D Model of Ovarian Cancer' protocol, from the initial preparation of the culture system to the final imaging analysis? Please provide the experimental protocol to solve this problem.",Photodynamic Therapy in a 3D Model of Ovarian Cancer,10.21769/bioprotoc.3314,Photodynamic Therapy in a 3D Model of Ovarian Cancer,BIO-PROTOCOL,2019,journal-article,1.0,high
12646,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","For a researcher preparing to perform the EDL muscle dissection phase in the single myofiber isolation experiment, what are the main sequential tasks required from initial anesthesia through to incubation of the EDL muscle in collagenase solution? Please provide the experimental protocol to solve th",,,,,,,,
12650,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""In vitro RNA Cleavage Assays to Characterize IRE1-dependent RNA Decay"" protocol, what are the exact steps for preparing and stopping the in vitro transcription reactions of substrate RNAs prior to RNA purification? Please provide the experimental protocol to solve this problem.",In vitro RNA Cleavage Assays to Characterize IRE1-dependent RNA Decay,10.21769/bioprotoc.3307,In vitro RNA Cleavage Assays to Characterize IRE1-dependent RNA Decay,BIO-PROTOCOL,2019,journal-article,1.0,high
12652,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","To prepare RNA substrates for cleavage by recombinant IRE1 in vitro, what is the exact folding and storage procedure for the purified RNA? Please provide the experimental protocol to solve this problem.",,,,,,,,
12653,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","Within the in vitro cleavage assay portion of the IRE1 RNA decay experiment, what are the prescribed steps to terminate the cleavage reaction after incubation? Please provide the experimental protocol to solve this problem.",,,,,,,,
12657,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'",What are the detailed preparation steps for equipment and reagents before starting RNA isolation in the astrocytoma 2D and 3D culture protocol? Please provide the experimental protocol to solve this problem.,,,,,,,,
12666,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the context of the 'Electron Microscopy Sample Preparation Protocol Enabling Nano-to-mesoscopic Mapping of Cellular Connectomes and Their Habitats in Human Tissues and Organs,' what is the precise sequence of dehydration steps applied to fixed tissue samples prior to embedding, and how are ethano",Electron Microscopy Sample Preparation Protocol Enabling Nano-to-mesoscopic Mapping of Cellular Connectomes and Their Habitats in Human Tissues and Organs,10.21769/bioprotoc.3298,Electron Microscopy Sample Preparation Protocol Enabling Nano-to-mesoscopic Mapping of Cellular Connectomes and Their Habitats in Human Tissues and Organs,BIO-PROTOCOL,2019,journal-article,1.0,high
12671,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","What are the major experimental stages in the 'Production and Purification of Dengue Virus-like Particles from COS-1 Cells' protocol, from generating the antigen in cells up to the storage of the purified VLPs? Please provide the experimental protocol to solve this problem.",Production and Purification of Dengue Virus-like Particles from COS-1 Cells,10.21769/bioprotoc.3280,Production and Purification of Dengue Virus-like Particles from COS-1 Cells,BIO-PROTOCOL,2019,journal-article,1.0,high
12675,culture,unverifiable,no_derived_claims,"In the ""Live-cell Migration Assays to Study Motility of Neural and Glial (Oligodendrocyte) Progenitor Cells"" protocol, how should researchers prepare poly-L-ornithine (PLO)-coated glass-bottomed dishes to create a substrate that supports neural progenitor cell adhesion and migration? Please provide ",Live-cell Migration Assays to Study Motility of Neural and Glial (Oligodendrocyte) Progenitor Cells,10.21769/bioprotoc.3275,Live-cell Migration Assays to Study Motility of Neural and Glial (Oligodendrocyte) Progenitor Cells,BIO-PROTOCOL,2019,journal-article,1.0,high
12678,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '21cm x 29.7cm'","What are the major experimental phases in the ""Measurement of Sleep and Arousal in Drosophila"" workflow, from fly maintenance to data collection, and how do they logically progress to ensure reliable sleep and arousal measurements? Please provide the experimental protocol to solve this problem.",Measurement of Sleep and Arousal in Drosophila,10.21769/bioprotoc.3268,Measurement of Sleep and Arousal in Drosophila,BIO-PROTOCOL,2019,journal-article,1.0,high
